List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Dictyochophyceae	FLORENCIELLALES	Pseudochattonella	Pseudochattonella			(Y.Hara & Chihara) Hosoi-Tanabe, Honda, Fukaya, Inagaki & Sako 2007	531445	http://www.marinespecies.org/aphia.php?p=taxdetails&id=531445	AU	truncated cone + half sphere	(?/12*(l-d1/2)*(d1^2+d1*d2+d2^2))+(?/12*d2^3)	8			cell	15-20x40-50	45				17,5	10	1	5775,065104			735,454256				Genus	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas akrokomos			Ruttner 1913	249722	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249722	AU	spindle	2/15*?*d^2*h	2			cell	 6-7x20-22				21	6,5		1	371,462000	14		55,924662		New size class of size class 1, correction due to: Geometric shape Cone does not correspond to actual cell shape and leads to underestimation of biovolume.		Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas caudata			Iwanoff [Ivanov] 1899	409645	http://www.marinespecies.org/aphia.php?p=taxdetails&id=409645	AU	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	20-25x40-45				42	22		1	6712,273333			847,001807				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas caudata			Iwanoff [Ivanov] 1899	409645	http://www.marinespecies.org/aphia.php?p=taxdetails&id=409645	AU	cone + half sphere	?/12*d^2*(h+d/2)	2			cell	12-20x25-35				30	16		1	2545,493333			340,779629				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas hamata	 		Asmund 1979	610261	http://www.marinespecies.org/aphia.php?p=taxdetails&id=610261	AU	rotational ellipsoid-20%	?/6*d^2*l*0.8	2			cell	8-9x11-13	12				8,7		1	380,266560			57,168462		New size class of size class 1, new correction factor 0.8, follows CEN standard. Corresponds better to actual cell shape		Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas multiunca	 		Asmund 1956	610267	http://www.marinespecies.org/aphia.php?p=taxdetails&id=610267	AU	rotational ellipsoid-20%	?/6*d^2*l*0.8	2			cell	7x12	10				7		1	205,146667			32,024495		New size class of size class 1, new correction factor 0.8, follows CEN standard. Corresponds better to actual cell shape		Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas ploesslii			Perty 1852	841057	http://www.marinespecies.org/aphia.php?p=taxdetails&id=841057	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	10-13x15-20	16,8				12,2	10	1	1072,624000			151,371447			Mallomonas acaroides	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas punctifera			Korshikov 1941	610275	http://www.marinespecies.org/aphia.php?p=taxdetails&id=610275	AU	rotational ellipsoid	?/6*d^2*l	1			cell	12-16x28-32	30				14		1	3077,200000			407,222697				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas			Perty 1852	249721	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249721	AU	rotational ellipsoid	?/6*d^2*l	1			cell	6x12	12				6		1	226,080000			35,083742				Genus	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Mallomonas	Mallomonas			Perty 1852	249721	http://www.marinespecies.org/aphia.php?p=taxdetails&id=249721	AU	rotational ellipsoid	?/6*d^2*l	2			cell	8-12x13-17	15				10		1	785,000000			112,911027				Genus	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Spiniferomonas	Spiniferomonas			E.Takahashi 1973	345524	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345524	AU	sphere	?/6*d^3	1			cell	3-5					4		1	33,493333			5,839688				Genus	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Spiniferomonas	Spiniferomonas			E.Takahashi 1973	345524	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345524	AU	sphere	?/6*d^3	2			cell	5-7					6		1	113,040000			18,299480				Genus	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Synura	Synura uvella			Ehrenberg 1834	178595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178595	AU	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	8x10				10	8,4		1	262,177440			40,319464				Species	Sphaerical / cells on surface (attached in middle of colony)										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Synura	Synura uvella			Ehrenberg 1834	178595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178595	AU	cone + half sphere	?/12*d^2*(h+d/2)	2			cell	15x15				15	15		1	1324,687500			184,551793				Species	Sphaerical / cells on surface (attached in middle of colony)										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Synurophyceae	SYNURALES	Synura	Synura			Ehrenberg 1834	178594	http://www.marinespecies.org/aphia.php?p=taxdetails&id=178594	AU	cone + half sphere	?/12*d^2*(h+d/2)	1			cell	5x8				8	5		1	68,687500			11,462568				Genus	Sphaerical / cells on surface (attached in middle of colony)										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira alpigena			(Grunow) Krammer 1991	162837	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162837	AU	cylinder	?/4*d^2*h	1			cell	5-7x6-10				8	6		1	226,080000			23,372173				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira alpigena			(Grunow) Krammer 1991	162837	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162837	AU	cylinder	?/4*d^2*h	2			cell	7-9x12-14				13	8		1	653,120000			55,252483				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira ambigua			(Grunow) Simonsen 1979	148960	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148960	AU	cylinder	?/4*d^2*h	1			cell	3-4x8-12				10	3,5		1	96,162500			11,684500				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira ambigua			(Grunow) Simonsen 1979	148960	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148960	AU	cylinder	?/4*d^2*h	2			cell	3-4x18-22				20	3,5		1	192,325000			20,499604				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira ambigua			(Grunow) Simonsen 1979	148960	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148960	AU	cylinder	?/4*d^2*h	3			cell	3-7x10-14				12	5		1	235,500000			24,158898				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira ambigua			(Grunow) Simonsen 1979	148960	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148960	AU	cylinder	?/4*d^2*h	4			cell	5-7x21-25				23	6		1	649,980000			55,036953				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira ambigua			(Grunow) Simonsen 1979	148960	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148960	AU	cylinder	?/4*d^2*h	5			cell	7-9x17-19				18	8		1	904,320000			71,939885				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira ambigua			(Grunow) Simonsen 1979	148960	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148960	AU	cylinder	?/4*d^2*h	6			cell	9-11x19-21				20	10		1	1570,000000			112,529686				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira ambigua			(Grunow) Simonsen 1979	148960	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148960	AU	cylinder	?/4*d^2*h	7			cell	11-13x25-27				26	12		1	2939,040000			187,114372				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira distans			(Ehrenberg) Simonsen 1979	149096	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149096	AU	cylinder	?/4*d^2*h	1			cell	6-10x6-10				8	8		1	401,920000			37,269170				Species	cells in relatively short chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira distans			(Ehrenberg) Simonsen 1979	149096	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149096	AU	cylinder	?/4*d^2*h	2			cell	10-14x10-14				12	12		1	1356,480000			99,949299				Species	cells in relatively short chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira distans			(Ehrenberg) Simonsen 1979	149096	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149096	AU	cylinder	?/4*d^2*h	3			cell	14-16x8-10				10	15		1	1766,250000			123,808882				Species	cells in relatively short chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	1			cell	4x20-24 				22,4	4		1	281,344000			27,907712				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	2			cell	 7-9x26-30				28	8		1	1406,720000			102,941123				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	3			cell	5-7x10-20				15	6		1	423,900000			38,913753				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	4			cell	4-7x25-35				30	5,4		1	686,718000			57,546617				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	5			cell	7-13x30-40				35	10		1	2747,500000			177,162159				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	6			cell	12-16x30-35				32	14		1	4923,520000			284,333536				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	7			cell	15-19x33-37				35	17		1	7940,275000			418,947028				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata			(Ehrenberg) Simonsen 1979	148961	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148961	AU	cylinder	?/4*d^2*h	8			cell	18-22x40-50				44	20		1	13816,000000			656,511825				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	1			cell	4x20-24				22,4	4		1	281,344000			27,907712				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	2			cell	7-9x26-30				28	8		1	1406,720000			102,941123				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	3			cell	5-7x10-20				15	6		1	423,900000			38,913753				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	4			cell	4-7x25-35				30	5,4		1	686,718000			57,546617				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	5			cell	7-13x30-40				35	10		1	2747,500000			177,162159				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	6			cell	12-16x30-35				32	14		1	4923,520000			284,333536				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	7			cell	15-19x33-37				35	17		1	7940,275000			418,947028				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. granulata			(Ehrenberg) Simonsen 1979	162864	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162864	AU	cylinder	?/4*d^2*h	8			cell	18-22x40-50				44	20		1	13816,000000			656,511825				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. angustissima			(O.F.Müller) Simonsen 1979	162865	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162865	AU	cylinder	?/4*d^2*h	1			cell	3-4x22-27				25	3,5		1	240,406250			24,566285				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. angustissima			(O.F.Müller) Simonsen 1979	162865	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162865	AU	cylinder	?/4*d^2*h	2			cell	4-6x20-24				22,4	5		1	439,600000			40,078575				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. angustissima			(O.F.Müller) Simonsen 1979	162865	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162865	AU	cylinder	?/4*d^2*h	3			cell	 4-6x23-33				28	5		1	549,500000			48,029304				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira granulata var. angustissima			(O.F.Müller) Simonsen 1979	162865	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162865	AU	cylinder	?/4*d^2*h	4			cell	 4-6x33-43				37,8	5		1	741,825000			61,264230				Variety	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica			(O.Müller) Simonsen 1979	149648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149648	AU	cylinder	?/4*d^2*h	1			cell	5-7x10-14				12	6		1	339,120000			32,472004				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica			(O.Müller) Simonsen 1979	149648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149648	AU	cylinder	?/4*d^2*h	2			cell	7-9x9-14				11,4	8,4		1	631,441440			53,760415				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica			(O.Müller) Simonsen 1979	149648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149648	AU	cylinder	?/4*d^2*h	3			cell	9-11x20-25				22,4	9,8		1	1688,767360			119,385509				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica			(O.Müller) Simonsen 1979	149648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149648	AU	cylinder	?/4*d^2*h	4			cell	12-16x20-25				22,4	14		1	3446,464000			212,913204				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica			(O.Müller) Simonsen 1979	149648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149648	AU	cylinder	?/4*d^2*h	5			cell	18-22x20-25				22,4	20		1	7033,600000			379,711347				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. islandica			(O.Müller) Simonsen 1979	162867	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162867	AU	cylinder	?/4*d^2*h	1			cell	5-7x10-14				12	6		1	339,120000			32,472004				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. islandica			(O.Müller) Simonsen 1979	162867	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162867	AU	cylinder	?/4*d^2*h	2			cell	7-9x9-14				11,4	8,4		1	631,441440			53,760415				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. islandica			(O.Müller) Simonsen 1979	162867	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162867	AU	cylinder	?/4*d^2*h	3			cell	9-11x20-25				22,4	9,8		1	1688,767360			119,385509				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. islandica			(O.Müller) Simonsen 1979	162867	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162867	AU	cylinder	?/4*d^2*h	4			cell	12-16x20-25				22,4	14		1	3446,464000			212,913204				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. islandica			(O.Müller) Simonsen 1979	162867	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162867	AU	cylinder	?/4*d^2*h	5			cell	18-22x20-25				22,4	20		1	7033,600000			379,711347				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. helvetica			(O.F.Müller) Simonsen 1979	162869	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162869	AU	cylinder	?/4*d^2*h	1			cell	6x10-14				12	6		1	339,120000			32,472004				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. helvetica			(O.F.Müller) Simonsen 1979	162869	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162869	AU	cylinder	?/4*d^2*h	2			cell	7x18-22				19,6	7		1	753,914000			62,072677				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira islandica subsp. helvetica			(O.F.Müller) Simonsen 1979	162869	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162869	AU	cylinder	?/4*d^2*h	3			cell	12-16x18-22				20	14		1	3077,200000			194,216794				Subspecies	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira italica			(Ehrenberg) Simonsen 1979	162877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162877	AU	cylinder	?/4*d^2*h	1			cell	5-6x21-25				23,2	5,6		1	571,128320			49,556830				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira italica			(Ehrenberg) Simonsen 1979	162877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162877	AU	cylinder	?/4*d^2*h	2			cell	10-12x25-31				28	11,2		1	2757,171200			177,667739				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira italica			(Ehrenberg) Simonsen 1979	162877	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162877	AU	cylinder	?/4*d^2*h	3			cell	7-9x23-27				25	8		1	1256,000000			93,901620				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira subarctica			(Otto Müller) E.Y.Haworth 1990	162903	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162903	AU	cylinder	?/4*d^2*h	1			cell	3-6x13-17				15	4,5		1	238,443750			24,403521				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira subarctica			(Otto Müller) E.Y.Haworth 1990	162903	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162903	AU	cylinder	?/4*d^2*h	2			cell	3-6x18-22				20	4,5		1	317,925000			30,816109				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira subarctica			(Otto Müller) E.Y.Haworth 1990	162903	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162903	AU	cylinder	?/4*d^2*h	3			cell	7-10x13-17				15	8,5		1	850,743750			68,463530				Species	cells in long chains close together										
